ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
CELC,Celcuity Inc.,1,1.01,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.903846,,0,0.862179,1,0.137821,150,0,specific_days,9,tailwind,,L,tier_a_dev|sponsor_confirmed|momentum_tailwind,clinical_score:-42.0;smart_money_score:+30.9;momentum_score:+19.8,tier=A;reason=high_opt+catalyst_mid;cat_days=150;strength=mid;decay_w=0.7,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 116881000.0, ""cash_total"": 454978000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 46.71192067145216, ""stage_bucket"": ""late"", ""surv_score"": ""4.0"", ""tier1_count"": 6}",late|near_91_180|pos,-0.004671705882352941,,0.6707,0,1,-1.3965,1.0,6,6,buying,1.1579,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,<=400bps,347.34,1.0,0,0,1.0,0,1.0,0,150,False,specific_days,0.360037,price_history,,6,0.5817,price_history,,0.0,,63.945,,-0.060149,0.060149,late,mid,none,drug_developer,morningstar,,,,0,0.8124607582709490461241246076,71.83,45.56250000000000000000000000,83.0,16.21,10.05486968449931412894375857,49.86961772736819995799201849,9.6161,-1.4449,3.0,879,8,1.0,0.4537,0,1,0.0,0.3,0.95,oncology,-0.4872,uncrowded,1.0,259,-0.004671705882352941,0.096154,-1.3038,15.56,0.256993,-0.6526,1.499766,1.5,0.0,0.0,0.0,-0.000234,0.0
AUPH,Aurinia Pharmaceuticals Inc,126,0.26,C,low_quality+no_catalyst_data,,,C,0.396853,0.542308,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,S,momentum_headwind,smart_money_score:+15.2;financial_score:-11.1;momentum_score:-10.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 80160000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",late|none|nonpos,0.09164684828711256,46.053724,0.7318,0,1,-0.0294,-0.0759,1,1,buying,-0.781,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,819.87,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.355278,price_history,,1,1.0873,price_history,,-0.374083,,39.9868,0.4141,-0.060149,-0.313934,late,small,none,commercial_biotech,morningstar,,,,0,0.8763407441860465116279069767,30.29,41.25000000000000000000000000,55.5,76.67,45.25673593117580314653931480,29.24716553287981859410430840,44.1372,0.0145,3.0,517,11,1.0,0.0402,0,0,0.0,0.6,0.55,ophthalmology,0.6937,highly_crowded,1.0,114,0.09164684828711256,0.603147,0.2615,33.16,0.68007,0.4679,0.008932,0.0,0.0,0.0,0.00435,0.004582,0.0
LGND,Ligand Pharmaceuticals Incorporated,127,0.86,C,low_quality+no_catalyst_data,,,C,0.638112,0.488462,1,,0,,,0,no_upcoming,9,tailwind,,L,momentum_tailwind,clinical_score:-29.4;financial_score:+16.2;momentum_score:+10.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 664522000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",early|none|nonpos,0.06932613183279743,45.084784,-1.873,,0,-1.2783,-1.3498,0,0,neutral,-1.1688,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,494.19,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.302234,price_history,,0,0.3807,price_history,,-0.060381,,60.3749,0.2960,-0.060149,-0.000232,early,mid,sev1,commercial_biotech,morningstar,,,,0,0.7264388707681925542683612642,56.88,50,,15.33,17.44437018885671146753793223,62.98507462686567164179104478,17.6194,-1.1066,,,,,,,,,,,,-1.6682,unknown,1.0,183,0.06932613183279743,0.361888,-0.3534,18.20,0.368881,-0.3348,0.003466,0.0,0.0,0.0,0.0,0.003466,0.0
FTRE,Fortrea Holdings Inc.,128,0.26,C,low_quality+no_catalyst_data,,,C,0.627622,0.465385,1,,0,,,0,no_upcoming,9,headwind,,S,momentum_headwind,clinical_score:-21.8;smart_money_score:+16.3;catalyst_score:+10.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 15600000.0, ""cash_total"": 131300000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 43.69230769230769, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",early|none|nonpos,0.06932613183279743,43.825318,-1.873,,0,-1.2783,-1.3498,1,1,buying,-0.781,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,770.09,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.129272,price_history,,1,0.6068,price_history,,-0.174595,,43.215,0.8315,-0.060149,-0.114446,early,small,sev1,commercial_biotech,morningstar,,,,0,0.6175082399472643375082399473,39.90,50,55.5,59.75,17.44437018885671146753793223,33.18404016382613291055621614,17.6194,-1.1066,,,,,,,,,,,,-1.6682,unknown,1.0,180,0.06932613183279743,0.372378,-0.3256,14.14,0.194056,-0.863,0.003466,0.0,0.0,0.0,0.0,0.003466,0.0
DVAX,Dynavax Technologies Corporation,129,0.51,C,low_quality+no_catalyst_data,,,C,0.11014,0.25,1,,0,,,0,no_upcoming,9,headwind,,M,sponsor_confirmed|momentum_headwind,momentum_score:-11.9;smart_money_score:+8.4;clinical_score:+7.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 160247000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 2}",late|none|pos,0.1,36.517398,0.7385,0,1,-0.0058,0.0296,2,2,selling,-0.3932,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,453.41,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.130455,price_history,,2,0.2864,price_history,,-0.149433,,31.7515,0.7250,-0.060149,-0.089284,late,small,none,commercial_pharma,morningstar,,,,0,0.8861010221860843303519572540,31.69,41.25000000000000000000000000,52.0,32.67,51.48148148148148148148148148,41.65532879818594104308390023,52.3693,0.3626,3.0,193,19,1.0,0.822,1,1,0.0,0.4,0.95,oncology,-0.4872,uncrowded,1.0,32,0.1,0.88986,1.2258,39.00,0.756993,0.6967,0.15818,0.0444,0.0,0.0,0.10878,0.005,0.0
ALNY,"Alnylam Pharmaceuticals, Inc.",130,0.6,C,low_quality,,,C,0.977273,0.396154,1,,0,,28,1,specific_days,9,headwind,,M,sponsor_confirmed|momentum_headwind,smart_money_score:+18.7;catalyst_score:-11.4;momentum_score:-10.6,tier=;reason=;cat_days=28;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 1657250000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 6}",late|near_0_30|nonpos,-0.08988177777777777,41.942333,0.7308,0,1,-0.1415,-0.1902,6,6,neutral,1.1579,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,144.92,1.0,0,0,1.0,0,1.0,0,28,True,specific_days,-0.151075,price_history,,6,0.7196,price_history,,-0.258431,,37.0828,0.3472,-0.060149,-0.198282,late,large,none,commercial_biotech,morningstar,,,,0,0.9,35.70,34.82617777777777777777777778,65.0,31.34,42.76194347067689545970295856,52.96296296296296296296296296,44.0677,0.0116,3.0,96,48,1.0,2.7486,2,4,0.0,0.4,0.85,cardiovascular,-0.4872,uncrowded,1.0,280,-0.08988177777777777,0.022727,-2.0004,41.34,0.802448,0.8504,-0.001014,0.0,0.0,0.0,0.00348,-0.004494,0.0
NTRA,"Natera, Inc.",131,1.01,C,low_quality,,,C,0.743007,0.35,1,,0,,560,0,specific_days,9,tailwind,,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind,clinical_score:+15.8;catalyst_score:-11.9;momentum_score:+10.5,tier=;reason=;cat_days=560;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 1000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 5}",late|far_271_540|nonpos,0.06931532258064517,40.15036,1.019,0,1,,0.0,5,5,selling,0.7701,elite_5,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,<=400bps,210.15,1.0,0,0,1.0,0,1.0,0,560,False,specific_days,0.436404,price_history,,5,0.5213,price_history,,-0.006746,,62.4714,0.3255,-0.060149,0.053403,late,large,none,platform_diagnostics,morningstar,,,,0,0.8246108961960025789813023856,68.03,45.56250000000000000000000000,53.5,15.33,73.33333333333333333333333333,47.06413317753052549577469559,73.6899,1.2639,3.0,102,65,1.0,0.7323,0,1,0.0,0.8,0.95,oncology,0.2213,moderate,1.0,213,0.06931532258064517,0.256993,-0.6526,33.01,0.676573,0.4581,0.382636,0.0,0.0,0.0,0.37917,0.003466,0.0
KRYS,"Krystal Biotech, Inc.",132,0.6,C,low_quality,,,C,0.984266,0.373077,1,,0,,28,1,specific_days,9,headwind,,M,sponsor_confirmed|momentum_headwind,smart_money_score:+29.2;clinical_score:-23.9;catalyst_score:-7.5,tier=;reason=;cat_days=28;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 496304000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 4}",late|near_0_30|nonpos,-0.08988177777777777,41.579039,0.6887,0,1,-1.2378,-1.3085,4,4,buying,0.3824,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,347.42,1.0,0,0,1.0,0,1.0,0,28,True,specific_days,-0.20338,price_history,,4,1.0837,price_history,,-0.14663,,37.943,0.3475,-0.060149,-0.086481,late,mid,none,commercial_biotech,morningstar,,,,0,0.8910317052782421781705278242,39.39,34.82617777777777777777777778,71.5,35.33,18.34628867550678250266727632,47.41230833858433102289434993,19.3466,-1.0335,3.0,,10,1.0,0.9043,1,1,0.0,0.4,0.95,oncology,-0.4872,uncrowded,1.0,282,-0.08988177777777777,0.015734,-2.1511,22.24,0.494755,-0.0131,-0.004494,0.0,0.0,0.0,0.0,-0.004494,0.0
ARWR,"Arrowhead Pharmaceuticals, Inc.",133,0.6,C,low_quality+no_catalyst_data,,,C,0.393357,0.334615,1,,0,,,0,no_upcoming,9,headwind,,M,sponsor_confirmed|momentum_headwind,clinical_score:-19.5;smart_money_score:+14.7;financial_score:+10.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 714967000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",late|none|nonpos,0.09164684828711256,39.946283,0.7075,0,1,-0.8595,-0.9225,2,2,buying,-0.3932,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,234.38,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.146446,price_history,,2,1.2862,price_history,,-0.227646,,47.0013,0.7267,-0.060149,-0.167497,late,mid,none,commercial_biotech,morningstar,,,,0,0.7957586865215731195112638412,45.73,41.25000000000000000000000000,61.0,15.33,26.77251096546935595861064540,56.52173913043478260869565218,27.3783,-0.694,3.0,87,23,1.0,1.1564,2,1,0.0,0.4,0.5,respiratory,-0.4872,uncrowded,1.0,113,0.09164684828711256,0.606643,0.2706,21.67,0.45979,-0.101,0.004582,0.0,0.0,0.0,0.0,0.004582,0.0
LAB,Standard BioTools Inc.,134,0.17,B,mod_quality+catalyst_near,,,B,0.987762,0.703846,1,,0,,27,1,specific_days,9,neutral,,S,cost_haircut_>2000bps,clinical_score:+20.8;financial_score:-19.2;catalyst_score:-11.7,tier=;reason=;cat_days=27;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 73153000.0, ""cash_total"": 129418000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 21.229696663158037, ""stage_bucket"": ""late"", ""surv_score"": ""0.0"", ""tier1_count"": 1}",late|near_0_30|nonpos,-0.08988177777777777,54.040541,1.0095,0,1,,0.0,1,1,buying,-0.781,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,27,True,specific_days,-0.022071,price_history,,1,0.8231,price_history,,-0.203279,,57.4325,0.7324,-0.060149,-0.14313,late,small,sev1,platform_devices,morningstar,,,,0,0.8246337798923250281707775135,49.38,35.66178177777777777777777778,55.5,90.00,68.14814814814814814814814815,28.14342403628117913832199546,69.8981,1.1036,3.0,258,815,1.0,1.9474,7,2,0.0455,0.8,0.95,oncology,0.6937,highly_crowded,1.0,283,-0.08988177777777777,0.012238,-2.2496,22.10,0.491259,-0.0219,0.326586,0.0,0.0,0.0,0.33108,-0.004494,0.0
TEM,"Tempus AI, Inc.",135,1.01,C,low_quality,,,C,0.994755,0.526923,1,,0,,28,1,specific_days,9,neutral,drawdown_data_missing,L,sponsor_confirmed,catalyst_score:-20.1;clinical_score:+12.4;smart_money_score:+11.0,tier=;reason=;cat_days=28;strength=near;decay_w=1.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 218090000.0, ""cash_total"": 604787000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 25.16826017748832, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 4}",late|near_0_30|nonpos,-0.08988177777777777,45.74713,1.0063,0,1,,0.0,4,4,buying,0.3824,elite_4,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,adequate,<=400bps,199.47,1.0,0,0,1.0,0,1.0,0,28,True,specific_days,,,beta_missing:series_too_short,4,,,series_too_short,,no_price_series,,0.5816,-0.060149,,late,mid,none,platform_services,morningstar,,,drawdown,1,0.8459278417173154015259278417,50,34.82617777777777777777777778,66.0,29.38,67.40740740740740740740740741,56.58695652173913043478260869,69.0878,1.0694,3.0,38,193,1.0,2.8708,3,4,0.0,0.8,0.95,oncology,-0.4872,uncrowded,1.0,285,-0.08988177777777777,0.005245,-2.5593,38.57,0.753497,0.6855,0.316326,0.0,0.0,0.0,0.32082,-0.004494,0.0
CATX,"Perspective Therapeutics, Inc.",136,0.86,C,mod_quality+no_catalyst_data,,,C,0.596154,0.811538,1,,0,,,0,no_upcoming,9,tailwind,overbought_rsi,L,sponsor_confirmed|momentum_tailwind,momentum_score:+32.7;catalyst_score:-22.6;financial_score:-8.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 57827000.0, ""cash_total"": 174137000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 36.13613018140315, ""stage_bucket"": ""early"", ""surv_score"": ""5.0"", ""tier1_count"": 2}",early|none|nonpos,0.06932613183279743,60.843086,-0.3536,0,1,,0.0,2,2,buying,-0.3932,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,741.74,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,2.072072,price_history,,2,0.761,price_history,,0.0,,76.1666,0.7923,-0.060149,0.060149,early,small,none,platform_devices,morningstar,,,,0,0.7565759390310288513881328253,96.55,41.25000000000000000000000000,58.0,47.73,68.35820895522388059701492538,55.17241379310344827586206897,67.2386,0.9912,1.0,1428,4,1.0,0.0001,0,0,0.0,0.3,0.85,oncology,0.6937,highly_crowded,1.0,171,0.06932613183279743,0.403846,-0.2434,40.60,0.784965,0.7891,0.300826,0.0,0.0,0.0,0.29736,0.003466,0.0
FOLD,"Amicus Therapeutics, Inc.",137,0.6,C,low_quality+no_catalyst_data,,,C,0.131119,0.242308,1,,0,,,0,no_upcoming,9,headwind,,M,sponsor_confirmed|momentum_headwind,smart_money_score:+23.6;momentum_score:-11.9;catalyst_score:-9.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 293536000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""late"", ""surv_score"": ""1.0"", ""tier1_count"": 6}",late|none|pos,0.1,36.150457,0.7327,0,1,0.0517,0.0069,6,6,buying,1.1579,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,259.01,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.187924,price_history,,6,1.111,price_history,,-0.143251,,46.0649,0.6001,-0.060149,-0.083102,late,mid,none,commercial_biotech,morningstar,,,,0,0.9,38.49,41.25000000000000000000000000,74.0,15.33,47.06413317753052549577469559,51.30434782608695652173913043,46.5215,0.1153,3.0,301,28,1.0,0.2636,0,0,0.0,0.7,0.75,rare_disease,0.6937,highly_crowded,1.0,38,0.1,0.868881,1.1211,40.69,0.791958,0.8132,0.04994,0.01035,0.0,0.0,0.03459,0.005,0.0
MEDP,"Medpace Holdings, Inc.",138,0.3,C,low_quality+no_catalyst_data,,,C,0.645105,0.426923,1,,0,,,0,no_upcoming,9,headwind,,S,momentum_headwind,clinical_score:+16.8;catalyst_score:-9.4;momentum_score:-7.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 497049000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",early|none|nonpos,0.06932613183279743,42.348993,-1.7469,,0,,0.0,0,0,neutral,-1.1688,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,270.97,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.005989,price_history,,0,0.3994,price_history,,-0.054529,,50.5778,0.2643,-0.060149,0.00562,early,large,none,platform_diagnostics,morningstar,,,,0,0.8532246430216490096729617688,43.41,41.25000000000000000000000000,,31.33,67.46268656716417910447761194,50.44776119402985074626865671,65.9931,0.9385,0.0,,6,0.0,0.0,0,0,0.0,0.0,0.5,dermatology,-3.5577,uncrowded,1.0,185,0.06932613183279743,0.354895,-0.3721,39.34,0.770979,0.7421,0.285016,0.0,0.0,0.0,0.28155,0.003466,0.0
IOVA,"Iovance Biotherapeutics, Inc.",139,0.86,C,low_quality,,,C,0.73951,0.280769,1,,0,,303,0,specific_days,9,tailwind,high_beta,L,catalyst_far_lift|sponsor_confirmed|momentum_tailwind|runway_short|high_risk,momentum_score:+31.0;financial_score:-27.2;clinical_score:-19.4,tier=;reason=;cat_days=303;strength=far;decay_w=0.3,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 302408000.0, ""cash_total"": 296980000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 11.784608872781144, ""stage_bucket"": ""late"", ""surv_score"": ""-1.0"", ""tier1_count"": 2}",late|far_271_540|nonpos,0.06931532258064517,38.323,0.6992,0,1,-1.0253,-1.0916,2,2,neutral,-0.3932,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,short,<=1000bps,449.86,0.85,1,0,1.0,0,1.0,0,303,False,specific_days,0.247255,price_history,,2,2.2443,price_history,,-0.202825,,49.9538,0.9724,-0.060149,-0.142676,late,small,sev2,commercial_biotech,morningstar,,,,0,0.7961626130889437198919045941,73.43,45.56250000000000000000000000,55.0,47.94,23.07998441971921624413622585,15.24000000000000000000000000,22.243,-0.9111,3.0,1489,22,1.0,0.4184,0,0,0.0,0.3,0.95,oncology,0.6937,highly_crowded,1.0,212,0.06931532258064517,0.26049,-0.6418,5.05,0.019231,-2.0699,0.003466,0.0,0.0,0.0,0.0,0.003466,0.0
ZYME,Zymeworks Inc.,140,0.86,C,low_quality+no_catalyst_data,,,C,0.575175,0.211538,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,clinical_score:-30.3;smart_money_score:+29.5;momentum_score:+23.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 22746000.0, ""cash_total"": 64834000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 34.204167765761014, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 7}",late|none|nonpos,0.09164684828711256,34.482949,0.2763,35,1,-1.2895,-1.3611,7,7,buying,1.5457,elite_7,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,781.08,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.300903,price_history,,7,0.8109,price_history,,-0.046794,,63.4471,0.7975,-0.060149,0.013355,late,small,none,commercial_biotech,morningstar,,,,0,0.8789094025011579434923575730,71.44,41.25000000000000000000000000,77.0,18.28,17.19673491507053464072211214,30.65988662131519274376417233,17.7038,-1.103,3.0,1215,4,1.0,0.7815,1,1,0.0,0.3,0.95,oncology,-0.4872,uncrowded,1.0,165,0.09164684828711256,0.424825,-0.1896,17.18,0.312937,-0.4875,0.004582,0.0,0.0,0.0,0.0,0.004582,0.0
TWST,Twist Bioscience Corporation,141,0.51,C,mod_quality+no_catalyst_data,,,C,0.718531,0.634615,1,,0,,,0,no_upcoming,9,tailwind,high_beta,M,momentum_tailwind|high_risk,momentum_score:+33.7;financial_score:-21.2;catalyst_score:-13.6,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 24814000.0, ""cash_total"": 197949000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 95.72773434351576, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",early|none|nonpos,0.06932613183279743,50.305292,-1.7672,,0,,0.0,1,1,selling,-0.781,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,402.96,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.582132,price_history,,1,1.8634,price_history,,-0.052318,,59.6463,0.6351,-0.060149,0.007831,early,mid,none,platform_diagnostics,morningstar,,,,0,0.7583047126436781609195402299,88.52,41.25000000000000000000000000,49.5,50,61.19402985074626865671641791,33.55842677161456399594069454,59.8806,0.6801,0.0,,2,0.0,0.0,0,0,0.0,0.0,0.75,cardiovascular,0.6937,highly_crowded,1.0,206,0.06932613183279743,0.281469,-0.5785,32.13,0.66958,0.4388,0.207496,0.0,0.0,0.0,0.20403,0.003466,0.0
ETON,"Eton Pharmaceuticals, Inc.",142,0.21,C,low_quality+no_catalyst_data,,,C,0.617133,0.196154,1,,0,,,0,no_upcoming,9,headwind,,S,sponsor_confirmed|momentum_headwind|cost_haircut_<=2000bps,smart_money_score:+23.3;financial_score:-22.2;clinical_score:-20.3,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 37121000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 2}",early|none|nonpos,0.06932613183279743,32.919099,-1.873,,0,-1.4489,-1.434,2,2,buying,-0.3932,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1543.73,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.174329,price_history,,2,0.7429,price_history,,-0.202487,,50.7421,0.4387,-0.060149,-0.142338,early,small,sev1,commercial_pharma,morningstar,,,,0,0.7060876286402452375738997153,44.64,50,61.0,48.67,17.44437018885671146753793223,15.45910952569692165411547100,17.6194,-1.1066,,,,,,,,,,,,-1.6682,unknown,1.0,177,0.06932613183279743,0.382867,-0.298,13.24,0.162587,-0.9839,0.003466,0.0,0.0,0.0,0.0,0.003466,0.0
