ticker,company_name,actionable_rank,target_weight_pct,tier_any,tier_any_reason,tier_dev,tier_reason,tier_commercial,alpha_cohort_pct,commercial_quality_pct,has_commercial_quality,clinical_optionality_pct_dev,has_clinical_optionality_dev,clinical_rank_pct_dev,catalyst_days,catalyst_in_window,catalyst_mode,cat_priority,mom_state,risk_flags,size_band,size_reasons,top_3_drivers,catalyst_reason_detail,decision_engine_version,decision_engine_ruleset_id,eligible,ineligible_reasons,fundamental_red_flag,fundamental_red_flag_reasons,fundamental_red_flag_inputs,alpha_cohort_key,alpha_cohort_raw,commercial_quality,clinical_alpha_z,clinical_readout_days,clinical_coverage_flag,clinical_score_z,clinical_score_z_tier,sponsor_tier1_count,sponsor_overlap_count,sponsor_net_buying,coinvest_score_z,coinvest_tag,coinvest_conviction,coinvest_tier1_conviction,coinvest_max_position_pct,coinvest_filing_age_days,coinvest_recency_state,inst_delta_z,inst_delta_net,inst_delta_new,inst_delta_exit,has_coinvest_signal,has_inst_delta,has_catalyst_signal,catalyst_strength,catalyst_decay_w,runway_bucket,cost_bucket,est_cost_bps,cost_mult,cost_haircut_applied,dd_rel_margin_rescued,catalyst_tilt_mult,catalyst_tilt_applied,mom_state_tilt_mult,mom_state_tilt_applied,de_catalyst_days,de_catalyst_in_window,de_catalyst_mode,de_alpha_60d,de_alpha_60d_source,de_alpha_60d_missing_reason,de_tier1_count,de_beta_xbi_60d,de_beta_xbi_60d_source,de_beta_xbi_60d_missing_reason,de_drawdown,de_drawdown_missing_reason,de_rsi_14d,de_vol_60d,de_drawdown_xbi,de_drawdown_rel_xbi,stage_bucket,market_cap_bucket,severity,archetype,returns_source,catalyst_source,catalyst_event_type,missing_components,missingness_penalty,confidence_overall,momentum_score,catalyst_score,smart_money_score,valuation_score,clinical_score,financial_score,clinical_score_v2,clinical_score_v2_z,lead_program_phase,lead_program_readout_days,program_count,program_diversification,readout_curve_score,readout_density_90,late_stage_readouts_180,execution_momentum,design_quality_score,endpoint_strength_score,therapeutic_area,competitive_intensity_z,crowding_level,sizing_multiplier_clinical,composite_rank,composite_score,score_rank_pct,score_z,composite_score_attn,score_rank_pct_attn,score_z_attn,de_sort_total_adj,de_sort_contrib_clinical,de_sort_contrib_coinvest,de_sort_contrib_institutional,de_sort_contrib_calendar_alpha,de_sort_contrib_alpha_modifier,de_sort_contrib_catalyst_bonus
NUVB,Nuvation Bio Inc.,1,0.78,A,high_opt+catalyst_mid,A,high_opt+catalyst_mid,,0.888316,,0,0.804348,1,0.195652,131,0,specific_days,9,neutral,high_vol|deep_drawdown_rel_xbi,L,tier_a_dev|sponsor_confirmed|high_risk,clinical_score:-32.5;financial_score:+31.3;smart_money_score:+5.0,tier=A;reason=high_opt+catalyst_mid;cat_days=131;strength=mid;decay_w=0.7,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 143694000.0, ""cash_total"": 549045000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 44.273359540368915, ""stage_bucket"": ""late"", ""surv_score"": ""3.0"", ""tier1_count"": 6}",late|near_91_180|pos,0.0036783396226415096,,0.6471,0,1,-1.1441,1.0,6,6,selling,1.1353,elite_6,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,mid,0.7,adequate,<=1000bps,551.15,0.85,1,0,1.0,0,1.0,0,131,False,specific_days,-0.148224,price_history,,6,0.8313,price_history,,-0.274559,,44.7692,1.2485,-0.012183,-0.262376,late,mid,none,drug_developer,morningstar,,,,0,0.8124562462281231140615570308,46.65,45.56250000000000000000000000,53.0,53.62,15.47776518014613252708490803,79.26530612244897959183673469,15.0515,-1.2139,3.0,292,12,1.0,0.6127,0,1,0.0,0.4,0.95,oncology,0.6892,highly_crowded,1.0,259,0.0036783396226415096,0.111684,-1.2176,17.16,0.310997,-0.493,1.500184,1.5,0.0,0.0,0.0,0.000184,0.0
RGEN,Repligen Corporation,163,0.55,C,low_quality+no_catalyst_data,,,C,0.561856,0.334615,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown_rel_xbi,M,sponsor_confirmed|momentum_headwind,clinical_score:-23.2;smart_money_score:+19.3;catalyst_score:+8.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 748747000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 3}",early|none|nonpos,0.07515340127388535,41.774964,-1.9426,,0,,0.0,3,3,buying,-0.0239,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,336.3,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.151754,price_history,,3,0.724,price_history,,-0.295653,,46.2342,0.4218,-0.012183,-0.28347,early,mid,sev1,platform_devices,morningstar,,,,0,0.7118419308197085974863752642,37.48,50,60.5,46.30,18.00000000000000000000000000,40.16436554898093359631821171,18.175,-1.0818,,,,,,,,,,,,-1.6843,unknown,1.0,164,0.07515340127388535,0.438144,-0.1557,18.38,0.369416,-0.3334,0.003758,0.0,0.0,0.0,0.0,0.003758,0.0
ILMN,"Illumina, Inc.",164,0.92,C,low_quality+no_catalyst_data,,,C,0.506873,0.565385,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,momentum_score:+10.4;clinical_score:-7.6;smart_money_score:+6.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 215000000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""4.0"", ""tier1_count"": 2}",early|none|nonpos,0.07515340127388535,50.259396,-1.9143,,0,,0.0,2,2,selling,-0.4103,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,196.98,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.220216,price_history,,2,0.6619,price_history,,-0.198214,,60.566,0.6123,-0.012183,-0.186031,early,large,none,platform_diagnostics,morningstar,,,,0,0.6753394815792631705268210728,56.42,41.25000000000000000000000000,52.0,57.48,38.44444444444444444444444444,41.90532544378698224852071007,36.9305,-0.2883,0.0,130,1,0.0,0.0,0,0,0.0,0.0,0.5,other,-2.8711,uncrowded,1.0,148,0.07515340127388535,0.493127,-0.0172,22.63,0.479381,-0.0517,0.003758,0.0,0.0,0.0,0.0,0.003758,0.0
VCYT,"Veracyte, Inc.",165,0.78,C,mod_quality+no_catalyst_data,,,C,0.589347,0.688462,1,,0,,,0,no_upcoming,9,tailwind,,L,sponsor_confirmed|momentum_tailwind,clinical_score:-34.0;momentum_score:+24.8;smart_money_score:+9.0,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 315573000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 2}",early|none|nonpos,0.07515340127388535,54.439231,-1.9426,,0,,0.0,2,2,buying,-0.4103,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,583.25,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.391681,price_history,,2,0.9116,price_history,,-0.025875,,66.3566,0.6453,-0.012183,-0.013692,early,mid,sev1,platform_diagnostics,morningstar,,,,0,0.6976459637745974955277280859,76.85,50,61.0,42.00,18.00000000000000000000000000,54.15384615384615384615384615,18.175,-1.0818,,,,,,,,,,,,-1.6843,unknown,1.0,172,0.07515340127388535,0.410653,-0.2259,17.91,0.338488,-0.4166,0.003758,0.0,0.0,0.0,0.0,0.003758,0.0
MYGN,"Myriad Genetics, Inc.",166,0.38,C,low_quality+no_catalyst_data,,,C,0.527491,0.480769,1,,0,,,0,no_upcoming,9,tailwind,,M,momentum_tailwind|cost_haircut_<=2000bps,clinical_score:-32.0;financial_score:+17.6;momentum_score:+8.8,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 149600000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 1}",early|none|nonpos,0.07515340127388535,47.535293,-1.9426,,0,,0.0,1,1,buying,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1416.19,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.159035,price_history,,1,0.4927,price_history,,-0.004954,,58.185,0.6452,-0.012183,0.007229,early,small,sev1,platform_diagnostics,morningstar,,,,0,0.6180379397816256755266350502,58.78,50,55.5,15.33,18.00000000000000000000000000,67.58620689655172413793103448,18.175,-1.0818,,,,,,,,,,,,-1.6843,unknown,1.0,154,0.07515340127388535,0.472509,-0.069,15.88,0.262887,-0.6345,0.003758,0.0,0.0,0.0,0.0,0.003758,0.0
AVTR,"Avantor, Inc.",167,0.55,C,low_quality+no_catalyst_data,,,C,0.458763,0.580769,1,,0,,,0,no_upcoming,9,neutral,,M,,clinical_score:-25.1;smart_money_score:+9.4;catalyst_score:+6.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 365400000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 1}",early|none|nonpos,0.07515340127388535,52.088997,-1.9426,,0,,0.0,1,1,neutral,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,310.61,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,0.003584,price_history,,1,0.5258,price_history,,-0.071971,,59.0793,0.5928,-0.012183,-0.059788,early,mid,sev1,platform_devices,morningstar,,,,0,0.6823054832610388165943721499,47.95,50,52.5,60.67,18.00000000000000000000000000,47.25443786982248520710059172,18.175,-1.0818,,,,,,,,,,,,-1.6843,unknown,1.0,134,0.07515340127388535,0.541237,0.1036,18.34,0.365979,-0.3425,0.003758,0.0,0.0,0.0,0.0,0.003758,0.0
PRVA,"Privia Health Group, Inc.",168,0.47,C,low_quality+no_catalyst_data,,,C,0.554983,0.257692,1,,0,,,0,no_upcoming,9,neutral,,M,,clinical_score:-27.7;smart_money_score:+9.8;momentum_score:+7.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 441352000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",early|none|nonpos,0.07515340127388535,39.465962,-1.9426,,0,,0.0,1,1,buying,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,754.69,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.136568,price_history,,1,0.8366,price_history,,-0.222512,,61.4286,0.2771,-0.012183,-0.210329,early,mid,sev1,platform_services,morningstar,,,,0,0.7247679982146842222718143272,52.81,50,55.5,15.33,18.00000000000000000000000000,52.30769230769230769230769231,18.175,-1.0818,,,,,,,,,,,,-1.6843,unknown,1.0,162,0.07515340127388535,0.445017,-0.1383,18.12,0.352234,-0.3793,0.003758,0.0,0.0,0.0,0.0,0.003758,0.0
SERA,"Sera Prognostics, Inc.",169,0.08,C,mod_quality+no_catalyst_data,,,C,0.568729,0.819231,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,momentum_headwind|cost_haircut_>2000bps,momentum_score:-16.2;financial_score:+14.5;smart_money_score:+10.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 19503000.0, ""cash_total"": 43304000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 26.633591307467583, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 1}",early|none|nonpos,0.07515340127388535,64.094,-1.8905,,0,,0.0,1,1,buying,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,>2000bps,2050.0,0.55,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.398663,price_history,,1,1.0817,price_history,,-0.364414,,52.3627,,-0.012183,-0.352231,early,micro,none,platform_devices,morningstar,,,,0,0.7540628675291350368865604619,28.87,41.25000000000000000000000000,55.5,90.00,40.16436554898093359631821171,59.60000000000000000000000000,38.6504,-0.2155,0.0,105,3,0.0,0.0,0,0,0.0,0.0,0.5,other,-2.159,uncrowded,1.0,166,0.07515340127388535,0.431271,-0.1731,26.94,0.558419,0.147,0.003758,0.0,0.0,0.0,0.0,0.003758,0.0
CSTL,"Castle Biosciences, Inc.",170,0.78,B,high_quality+no_catalyst_data,,,B,0.479381,0.880769,1,,0,,,0,no_upcoming,9,tailwind,,L,momentum_tailwind,clinical_score:-35.2;financial_score:+22.7;momentum_score:+15.7,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 287542000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",early|none|nonpos,0.07515340127388535,68.669431,-1.9426,,0,,0.0,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,918.38,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,0.123608,price_history,,0,0.5119,price_history,,0.0,,69.2903,0.5471,-0.012183,0.012183,early,small,sev1,platform_diagnostics,morningstar,,,,0,0.6982840481980986071191686933,68.83,50,,59.33,18.00000000000000000000000000,75.86206896551724137931034483,18.175,-1.0818,,,,,,,,,,,,-1.6843,unknown,1.0,140,0.07515340127388535,0.520619,0.0517,19.54,0.390034,-0.2792,0.003758,0.0,0.0,0.0,0.0,0.003758,0.0
PSNL,"Personalis, Inc.",171,0.47,C,mod_quality+no_catalyst_data,,,C,0.558419,0.773077,1,,0,,,0,no_upcoming,9,tailwind,high_beta,M,momentum_tailwind|high_risk,momentum_score:+42.4;clinical_score:-36.1;catalyst_score:-4.1,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 52700000.0, ""cash_total"": 150515000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 34.18205904617714, ""stage_bucket"": ""early"", ""surv_score"": ""3.0"", ""tier1_count"": 0}",early|none|nonpos,0.07515340127388535,60.147931,-1.9426,,0,,0.0,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,905.17,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,3.26679,price_history,,0,1.9028,price_history,,-0.05836,,68.5696,1.0777,-0.012183,-0.046177,early,small,sev1,platform_diagnostics,morningstar,,,,0,0.6179161438728565453785027185,96.55,50,,50,18.00000000000000000000000000,51.86206896551724137931034482,18.175,-1.0818,,,,,,,,,,,,-1.6843,unknown,1.0,163,0.07515340127388535,0.441581,-0.147,14.09,0.180412,-0.9138,0.003758,0.0,0.0,0.0,0.0,0.003758,0.0
FLGT,"Fulgent Genetics, Inc.",172,0.19,B,high_quality+no_catalyst_data,,,B,0.496564,0.873077,1,,0,,,0,no_upcoming,9,neutral,deep_drawdown_rel_xbi,S,cost_haircut_<=2000bps,clinical_score:-26.1;financial_score:+14.6;catalyst_score:+5.9,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 23495000.0, ""cash_total"": 117641000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 60.08478399659502, ""stage_bucket"": ""early"", ""surv_score"": ""2.0"", ""tier1_count"": 0}",early|none|nonpos,0.07515340127388535,67.882345,-1.9426,,0,,0.0,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1631.39,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,0.034293,price_history,,0,0.6624,price_history,,-0.296274,,54.8156,0.4849,-0.012183,-0.284091,early,small,sev1,platform_diagnostics,morningstar,,,,0,0.7149474967061923583662714097,49.86,50,,90.00,18.00000000000000000000000000,58.68965517241379310344827587,18.175,-1.0818,,,,,,,,,,,,-1.6843,unknown,1.0,145,0.07515340127388535,0.503436,0.0086,20.18,0.414089,-0.217,0.003758,0.0,0.0,0.0,0.0,0.003758,0.0
OPCH,"Option Care Health, Inc.",173,0.47,C,low_quality+no_catalyst_data,,,C,0.541237,0.403846,1,,0,,,0,no_upcoming,9,neutral,,M,,clinical_score:-21.7;catalyst_score:+10.3;momentum_score:+7.4,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 0.0, ""cash_total"": 232624000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": null, ""stage_bucket"": ""early"", ""surv_score"": ""1.0"", ""tier1_count"": 0}",early|none|nonpos,0.07515340127388535,45.162296,-1.9426,,0,,0.0,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,411.44,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.01128,price_history,,0,0.5465,price_history,,-0.096509,,60.1425,0.3048,-0.012183,-0.084326,early,mid,sev1,platform_services,morningstar,,,,0,0.7335701459034792368125701459,47.06,50,,46.00,18.00000000000000000000000000,43.66732412886259040105193951,18.175,-1.0818,,,,,,,,,,,,-1.6843,unknown,1.0,158,0.07515340127388535,0.458763,-0.1036,15.92,0.266323,-0.624,0.003758,0.0,0.0,0.0,0.0,0.003758,0.0
BRKR,Bruker Corporation,174,0.27,C,mod_quality+no_catalyst_data,,,C,0.472509,0.726923,1,,0,,,0,no_upcoming,9,headwind,deep_drawdown_rel_xbi,S,momentum_headwind,clinical_score:-21.8;financial_score:+18.8;catalyst_score:+10.2,tier=;reason=;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,1,,0,,"{""burn_ttm"": 95700000.0, ""cash_total"": 293100000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 36.75235109717868, ""stage_bucket"": ""early"", ""surv_score"": ""-1.0"", ""tier1_count"": 0}",early|none|nonpos,0.07515340127388535,57.253577,-1.9426,,0,,0.0,0,0,neutral,-1.1831,,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=400bps,329.83,1.0,0,0,1.0,0,1.0,0,,False,no_upcoming,-0.190362,price_history,,0,0.4693,price_history,,-0.318457,,50.7926,0.4312,-0.012183,-0.306274,early,mid,sev1,platform_devices,morningstar,,,,0,0.6982434949267192784667418264,32.67,50,,69.59,18.00000000000000000000000000,58.58461538461538461538461539,18.175,-1.0818,,,,,,,,,,,,-1.6843,unknown,1.0,138,0.07515340127388535,0.527491,0.069,16.03,0.276632,-0.5929,0.003758,0.0,0.0,0.0,0.0,0.003758,0.0
GLPG,Galapagos NV,,,D,ineligible,D,ineligible,,0.915808,,0,0.059006,1,0.940994,9,1,specific_days,9,headwind,deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-40.7;clinical_score:+30.8;smart_money_score:+20.8,tier=D;reason=ineligible;cat_days=9;strength=near;decay_w=1.0,v1.3.0,31f399e0,0,financials_missing,1,"cash_runway_lt_6m,survivability_critical","{""burn_ttm"": 0.0, ""cash_total"": 0.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 0.0, ""stage_bucket"": ""late"", ""surv_score"": ""-5.0"", ""tier1_count"": 3}",late|near_0_30|pos,0.0010409019607843138,,0.9917,0,1,1.4237,1.5052,3,3,buying,-0.0239,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,near,1.0,critical,<=2000bps,1708.51,0.7,1,0,1.0,0,1.0,0,9,True,specific_days,-0.088365,price_history,,3,0.3052,price_history,,-0.389962,,53.3826,0.3097,-0.012183,-0.377779,late,unknown,sev2,drug_developer,morningstar,,,,0,0.8503525375606293623565598013,35.48,44.96865600000000000000000000,66.5,50,76.42857142857142857142857143,5,76.3026,1.3775,3.0,9,57,1.0,1.4554,1,1,0.0,0.4,0.6,autoimmune,0.6892,highly_crowded,1.0,267,0.0010409019607843138,0.084192,-1.3774,21.98,0.458763,-0.1036,2.671102,2.2578,0.0,0.0,0.41325,5.2e-05,0.0
HRTX,"Heron Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.242268,,0,0.07764,1,0.92236,435,0,specific_days,9,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,clinical_score:+31.9;momentum_score:-24.9;financial_score:-23.0,tier=D;reason=ineligible;cat_days=435;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 27591000.0, ""cash_total"": 28647000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 12.459280200065239, ""stage_bucket"": ""late"", ""surv_score"": ""-2.0"", ""tier1_count"": 2}",late|far_271_540|pos,0.07976804545454545,,0.9917,0,1,1.3936,1.4732,2,2,buying,-0.4103,elite_2,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,adequate,>2000bps,2020.0,0.55,1,0,1.0,0,1.0,0,435,False,specific_days,-0.778151,price_history,,2,2.3141,price_history,,-0.494819,,35.652,0.4900,-0.012183,-0.482636,late,micro,sev1,drug_developer,morningstar,,,,0,0.8825854541181999765009987076,18.94,45.56250000000000000000000000,58.0,90.00,75.71428571428571428571428572,20.76003086419753086419753086,74.8251,1.315,3.0,435,16,1.0,0.0266,0,0,0.0,0.4,0.95,oncology,0.6892,highly_crowded,1.0,71,0.07976804545454545,0.757732,0.699,27.84,0.572165,0.1819,2.608288,2.2098,0.0,0.0,0.3945,0.003988,0.0
ACRS,"Aclaris Therapeutics, Inc.",,,D,ineligible,D,ineligible,,0.221649,,0,0.071429,1,0.928571,311,0,specific_days,9,neutral,high_vol|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:-42.4;clinical_score:+27.9;smart_money_score:+15.7,tier=D;reason=ineligible;cat_days=311;strength=far;decay_w=0.3,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 33982000.0, ""cash_total"": 25256000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 8.918603966805955, ""stage_bucket"": ""late"", ""surv_score"": ""-2.0"", ""tier1_count"": 3}",late|far_271_540|pos,0.07976804545454545,,0.9917,0,1,1.3936,1.4732,3,3,buying,-0.0239,elite_3,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,far,0.3,short,<=2000bps,1385.71,0.7,1,0,1.0,0,1.0,0,311,False,specific_days,-0.007402,price_history,,3,1.2694,price_history,,-0.84875,,47.0145,1.5686,-0.012183,-0.836567,late,small,sev2,drug_developer,morningstar,,,,0,0.8552182044887780548628428928,48.90,45.56250000000000000000000000,63.5,90.00,75.71428571428571428571428572,5.401111111111111111111111112,74.9003,1.3182,3.0,,16,1.0,0.0187,0,0,0.0,0.7,0.5,dermatology,-0.4975,uncrowded,1.0,65,0.07976804545454545,0.778351,0.7666,12.28,0.111684,-1.2176,2.609248,2.2098,0.0,0.0,0.39546,0.003988,0.0
ALT,"Altimmune, Inc.",,,D,ineligible,D,ineligible,,0.286942,,0,0.102484,1,0.897516,,0,no_upcoming,9,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,financial_score:+21.6;momentum_score:-20.3;clinical_score:+19.0,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 48087000.0, ""cash_total"": 210776000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 52.5986649198328, ""stage_bucket"": ""late"", ""surv_score"": ""5.0"", ""tier1_count"": 1}",late|none|pos,0.07958971428571429,,0.9901,0,1,1.3334,1.4091,1,1,selling,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=1000bps,696.34,0.85,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.393141,price_history,,1,2.5106,price_history,,-0.497466,,54.7483,0.8891,-0.012183,-0.485283,late,small,none,drug_developer,morningstar,,,,0,0.8416931150818443083843558666,35.05,41.25000000000000000000000000,49.0,83.88,74.28571428571428571428571429,76.95890410958904109589041096,72.6965,1.2249,2.0,249,14,1.0,0.1256,0,0,0.0,0.4,0.55,metabolic,0.6892,highly_crowded,1.0,84,0.07958971428571429,0.713058,0.5623,41.85,0.792096,0.8137,2.485099,2.11365,0.0,0.0,0.36747,0.003979,0.0
CHRS,"Coherus Oncology, Inc.",,,D,ineligible,D,ineligible,,0.328179,,0,0.201863,1,0.798137,,0,no_upcoming,9,headwind,high_beta|deep_drawdown|deep_drawdown_rel_xbi,XS,ineligible,momentum_score:-28.1;financial_score:+17.2;clinical_score:+15.4,tier=D;reason=ineligible;cat_days=NA;strength=missing;decay_w=0.0,v1.3.0,31f399e0,0,deep_drawdown,0,,"{""burn_ttm"": 118797000.0, ""cash_total"": 191663000.0, ""dilution_risk"": null, ""has_revenue"": null, ""lead_phase"": null, ""runway_months"": 18.31919011700611, ""stage_bucket"": ""late"", ""surv_score"": ""2.0"", ""tier1_count"": 1}",late|none|pos,0.07958971428571429,,0.9703,0,1,0.9874,1.0408,1,1,buying,-0.7967,elite_1,0.0,0.0,0.0,,,0.0,0,0,0,True,False,True,missing,0.0,adequate,<=2000bps,1725.6,0.7,1,0,1.0,0,1.0,0,,False,no_upcoming,-0.586698,price_history,,1,2.1142,price_history,,-0.744954,,48.0235,0.9928,-0.012183,-0.732771,late,micro,none,drug_developer,morningstar,,,,0,0.8252720605630470783061272770,22.49,41.25000000000000000000000000,55.5,90.00,66.07142857142857142857142857,67.85714285714285714285714286,65.5322,0.9218,3.0,,15,1.0,0.1039,0,0,0.0,0.4,0.95,oncology,-0.4975,uncrowded,1.0,96,0.07958971428571429,0.671821,0.4449,44.27,0.843643,1.0095,1.841719,1.5612,0.0,0.0,0.27654,0.003979,0.0
